Tropical Cyclone Best Track Data (post analysis),,,,,,,,,,,
Tropical Cyclone Name,Year,Month,Day,Time (UTC),Intensity,Latitude (0.01 degree N),Longitude (0.01 degree E),Estimated minimum central pressure (hPa),Estimated maximum surface winds (knot),JMA Code,HKO Code
KOINU,2023,10,3,12,ST,2170,12460,945,95,2314,16
KOINU,2023,10,3,18,ST,2190,12420,950,90,2314,16
KOINU,2023,10,4,0,ST,2210,12360,945,95,2314,16
KOINU,2023,10,4,6,ST,2210,12280,945,95,2314,16
KOINU,2023,10,4,12,ST,2200,12200,945,95,2314,16
KOINU,2023,10,4,18,ST,2190,12130,945,95,2314,16
KOINU,2023,10,5,0,ST,2190,12090,950,90,2314,16
KOINU,2023,10,5,6,T,2210,12000,960,80,2314,16
KOINU,2023,10,5,12,T,2200,11920,965,75,2314,16
KOINU,2023,10,5,18,T,2190,11840,970,70,2314,16
KOINU,2023,10,6,0,T,2180,11770,965,75,2314,16
KOINU,2023,10,6,6,T,2170,11690,960,80,2314,16
KOINU,2023,10,6,12,T,2140,11630,960,80,2314,16
KOINU,2023,10,6,18,ST,2120,11580,950,90,2314,16
KOINU,2023,10,7,0,ST,2110,11550,950,90,2314,16
KOINU,2023,10,7,6,ST,2110,11530,955,85,2314,16
KOINU,2023,10,7,12,T,2120,11520,960,80,2314,16
KOINU,2023,10,7,18,T,2130,11490,960,80,2314,16
KOINU,2023,10,8,0,T,2140,11465,960,80,2314,16
KOINU,2023,10,8,6,T,2155,11430,960,80,2314,16
KOINU,2023,10,8,12,ST,2170,11405,955,85,2314,16
KOINU,2023,10,8,18,T,2170,11365,965,75,2314,16
KOINU,2023,10,9,0,STS,2165,11320,985,55,2314,16
KOINU,2023,10,9,6,TS,2150,11250,998,40,2314,16
KOINU,2023,10,9,12,TD,2110,11210,1006,25,2314,16
BOLAVEN,2023,10,7,0,TD,960,15450,1000,25,2315,17
BOLAVEN,2023,10,7,6,TD,960,15410,998,30,2315,17
BOLAVEN,2023,10,7,12,TD,960,15370,998,30,2315,17
BOLAVEN,2023,10,7,18,TD,960,15330,998,30,2315,17
BOLAVEN,2023,10,8,0,TS,970,15290,995,35,2315,17
BOLAVEN,2023,10,8,6,TS,1000,15250,995,35,2315,17
BOLAVEN,2023,10,8,12,TS,1020,15200,992,40,2315,17
BOLAVEN,2023,10,8,18,TS,1050,15120,988,45,2315,17
BOLAVEN,2023,10,9,0,STS,1090,15030,984,50,2315,17
BOLAVEN,2023,10,9,6,STS,1140,14940,984,50,2315,17
BOLAVEN,2023,10,9,12,STS,1200,14850,980,55,2315,17
BOLAVEN,2023,10,9,18,STS,1300,14760,976,60,2315,17
BOLAVEN,2023,10,10,0,T,1380,14640,968,70,2315,17
BOLAVEN,2023,10,10,6,T,1440,14560,964,75,2315,17
BOLAVEN,2023,10,10,12,ST,1520,14500,955,85,2315,17
BOLAVEN,2023,10,10,18,ST,1610,14450,945,95,2315,17
BOLAVEN,2023,10,11,0,SuperT,1710,14410,935,105,2315,17
BOLAVEN,2023,10,11,6,SuperT,1820,14340,920,120,2315,17
BOLAVEN,2023,10,11,12,SuperT,1890,14300,905,135,2315,17
BOLAVEN,2023,10,11,18,SuperT,1970,14280,905,135,2315,17
BOLAVEN,2023,10,12,0,SuperT,2060,14290,905,135,2315,17
BOLAVEN,2023,10,12,6,SuperT,2180,14340,905,135,2315,17
BOLAVEN,2023,10,12,12,SuperT,2270,14430,905,135,2315,17
BOLAVEN,2023,10,12,18,SuperT,2400,14540,915,125,2315,17
BOLAVEN,2023,10,13,0,SuperT,2550,14700,925,115,2315,17
BOLAVEN,2023,10,13,6,SuperT,2730,14870,940,100,2315,17
BOLAVEN,2023,10,13,12,ST,2940,15060,950,90,2315,17
BOLAVEN,2023,10,13,18,T,3140,15320,960,80,2315,17
BOLAVEN,2023,10,14,0,T,3450,15640,968,70,2315,17
BOLAVEN,2023,10,14,6,T,3750,16000,972,65,2315,17
SANBA,2023,10,17,6,TD,1580,11020,1004,25,2316,18
SANBA,2023,10,17,12,TD,1590,11010,1002,30,2316,18
SANBA,2023,10,17,18,TD,1630,10980,1002,30,2316,18
SANBA,2023,10,18,0,TS,1700,10950,1000,35,2316,18
SANBA,2023,10,18,6,TS,1760,10910,1000,35,2316,18
SANBA,2023,10,18,12,TS,1830,10880,1000,35,2316,18
SANBA,2023,10,18,18,TS,1850,10860,1000,35,2316,18
SANBA,2023,10,19,0,TS,1920,10860,1000,35,2316,18
SANBA,2023,10,19,6,TS,1990,10880,1000,35,2316,18
SANBA,2023,10,19,12,TS,2090,10910,998,40,2316,18
SANBA,2023,10,19,18,TS,2120,10930,995,45,2316,18
SANBA,2023,10,20,0,TS,2120,10960,998,40,2316,18
SANBA,2023,10,20,6,TS,2070,10980,1000,35,2316,18
SANBA,2023,10,20,12,TD,2020,10960,1008,25,2316,18
JELAWAT,2023,12,16,18,TD,680,13110,1004,25,2317,19
JELAWAT,2023,12,17,0,TD,680,13030,1002,30,2317,19
JELAWAT,2023,12,17,6,TD,750,12950,1002,30,2317,19
JELAWAT,2023,12,17,12,TD,720,12840,1002,30,2317,19
JELAWAT,2023,12,17,18,TD,720,12750,1002,30,2317,19
JELAWAT,2023,12,18,0,TD,710,12670,1004,25,2317,19
JELAWAT,2023,12,18,6,TD,720,12600,1004,25,2317,19
JELAWAT,2023,12,18,12,TD,750,12530,1004,25,2317,19
EWINIAR,2024,5,24,0,TD,840,12750,1002,25,2401,0001
EWINIAR,2024,5,24,6,TD,940,12700,1002,25,2401,0001
EWINIAR,2024,5,24,12,TD,1000,12610,1002,25,2401,0001
EWINIAR,2024,5,24,18,TD,1110,12520,1000,30,2401,0001
EWINIAR,2024,5,25,0,TD,1200,12400,1000,30,2401,0001
EWINIAR,2024,5,25,6,TD,1260,12270,1000,30,2401,0001
EWINIAR,2024,5,25,12,TD,1320,12210,1000,30,2401,0001
EWINIAR,2024,5,25,18,TS,1370,12180,998,35,2401,0001
EWINIAR,2024,5,26,0,TS,1400,12160,992,45,2401,0001
EWINIAR,2024,5,26,6,STS,1440,12170,984,55,2401,0001
EWINIAR,2024,5,26,12,T,1490,12220,970,70,2401,0001
EWINIAR,2024,5,26,18,T,1550,12250,965,75,2401,0001
EWINIAR,2024,5,27,0,T,1580,12280,965,75,2401,0001
EWINIAR,2024,5,27,6,T,1640,12330,965,75,2401,0001
EWINIAR,2024,5,27,12,T,1700,12400,970,70,2401,0001
EWINIAR,2024,5,27,18,T,1760,12470,970,70,2401,0001
EWINIAR,2024,5,28,0,T,1850,12570,970,70,2401,0001
EWINIAR,2024,5,28,6,T,1980,12680,970,70,2401,0001
EWINIAR,2024,5,28,12,T,2110,12800,970,70,2401,0001
EWINIAR,2024,5,28,18,T,2260,12950,970,70,2401,0001
EWINIAR,2024,5,29,0,T,2420,13070,975,65,2401,0001
EWINIAR,2024,5,29,6,T,2540,13210,975,65,2401,0001
EWINIAR,2024,5,29,12,STS,2640,13280,980,60,2401,0001
EWINIAR,2024,5,29,18,STS,2720,13400,980,60,2401,0001
EWINIAR,2024,5,30,0,STS,2810,13490,984,55,2401,0001
MALIKSI,2024,5,30,9,TD,1680,11220,1000,25,2402,0002
MALIKSI,2024,5,30,12,TD,1720,11220,1000,25,2402,0002
MALIKSI,2024,5,30,18,TD,1820,11230,1000,25,2402,0002
MALIKSI,2024,5,31,0,TD,1910,11210,998,30,2402,0002
MALIKSI,2024,5,31,6,TS,2040,11190,996,35,2402,0002
MALIKSI,2024,5,31,12,TS,2080,11140,996,35,2402,0002
MALIKSI,2024,5,31,18,TS,2160,11160,996,35,2402,0002
MALIKSI,2024,6,1,0,TD,2260,11220,998,30,2402,0002
MALIKSI,2024,6,1,6,TD,2330,11250,1000,25,2402,0002
nameless,2024,7,13,9,TD,1340,11270,998,25,,0003
nameless,2024,7,13,12,TD,1350,11260,998,25,,0003
nameless,2024,7,13,18,TD,1370,11240,998,25,,0003
nameless,2024,7,14,0,TD,1400,11200,998,25,,0003
nameless,2024,7,14,6,TD,1450,11150,998,25,,0003
nameless,2024,7,14,12,TD,1490,11100,998,25,,0003
nameless,2024,7,14,18,TD,1560,11010,998,25,,0003
nameless,2024,7,15,0,TD,1630,10930,998,25,,0003
nameless,2024,7,15,6,TD,1700,10790,998,25,,0003
nameless,2024,7,15,9,TD,1700,10730,998,25,,0003
PRAPIROON,2024,7,19,6,TD,1440,11760,1000,25,2404,0004
PRAPIROON,2024,7,19,12,TD,1480,11660,1000,25,2404,0004
PRAPIROON,2024,7,19,18,TD,1520,11550,1000,25,2404,0004
PRAPIROON,2024,7,20,0,TD,1550,11460,998,30,2404,0004
PRAPIROON,2024,7,20,6,TD,1590,11350,998,30,2404,0004
PRAPIROON,2024,7,20,12,TD,1620,11230,998,30,2404,0004
PRAPIROON,2024,7,20,18,TD,1630,11170,998,30,2404,0004
PRAPIROON,2024,7,21,0,TS,1640,11130,995,35,2404,0004
PRAPIROON,2024,7,21,6,TS,1700,11120,992,40,2404,0004
PRAPIROON,2024,7,21,12,TS,1790,11090,988,45,2404,0004
PRAPIROON,2024,7,21,18,STS,1880,11020,984,50,2404,0004
PRAPIROON,2024,7,22,0,TS,1950,10920,988,45,2404,0004
PRAPIROON,2024,7,22,6,STS,2000,10860,984,50,2404,0004
PRAPIROON,2024,7,22,12,STS,2050,10820,980,55,2404,0004
PRAPIROON,2024,7,22,18,STS,2080,10790,984,50,2404,0004
PRAPIROON,2024,7,23,0,TS,2140,10760,992,40,2404,0004
PRAPIROON,2024,7,23,6,TD,2160,10740,998,30,2404,0004
PRAPIROON,2024,7,23,9,TD,2170,10730,1000,25,2404,0004
GAEMI,2024,7,19,12,TD,1330,13100,1000,25,2403,0005
GAEMI,2024,7,19,18,TD,1450,13000,1000,25,2403,0005
GAEMI,2024,7,20,0,TD,1540,12910,998,30,2403,0005
GAEMI,2024,7,20,6,TD,1580,12830,998,30,2403,0005
GAEMI,2024,7,20,12,TS,1610,12750,995,35,2403,0005
GAEMI,2024,7,20,18,TS,1640,12670,992,40,2403,0005
GAEMI,2024,7,21,0,TS,1670,12590,992,40,2403,0005
GAEMI,2024,7,21,6,TS,1680,12580,988,45,2403,0005
GAEMI,2024,7,21,12,TS,1690,12570,988,45,2403,0005
GAEMI,2024,7,21,18,STS,1730,12570,984,50,2403,0005
GAEMI,2024,7,22,0,STS,1760,12570,980,55,2403,0005
GAEMI,2024,7,22,6,STS,1790,12550,976,60,2403,0005
GAEMI,2024,7,22,12,T,1840,12530,972,65,2403,0005
GAEMI,2024,7,22,18,T,1880,12510,968,70,2403,0005
GAEMI,2024,7,23,0,T,1970,12500,964,75,2403,0005
GAEMI,2024,7,23,6,T,2080,12500,960,80,2403,0005
GAEMI,2024,7,23,12,ST,2190,12460,950,90,2403,0005
GAEMI,2024,7,23,18,SuperT,2280,12360,940,100,2403,0005
GAEMI,2024,7,24,0,SuperT,2340,12330,940,100,2403,0005
GAEMI,2024,7,24,6,SuperT,2410,12250,935,105,2403,0005
GAEMI,2024,7,24,12,SuperT,2360,12170,940,100,2403,0005
GAEMI,2024,7,24,18,ST,2460,12150,945,95,2403,0005
GAEMI,2024,7,25,0,ST,2510,12020,954,85,2403,0005
GAEMI,2024,7,25,6,T,2510,11970,962,75,2403,0005
GAEMI,2024,7,25,12,T,2520,11930,970,65,2403,0005
GAEMI,2024,7,25,18,STS,2550,11880,978,55,2403,0005
GAEMI,2024,7,26,0,STS,2620,11850,982,50,2403,0005
GAEMI,2024,7,26,6,TS,2760,11800,985,45,2403,0005
GAEMI,2024,7,26,12,TS,2810,11720,988,40,2403,0005
GAEMI,2024,7,26,18,TS,2870,11660,992,35,2403,0005
GAEMI,2024,7,27,0,TD,2930,11600,995,30,2403,0005
GAEMI,2024,7,27,6,TD,2980,11560,995,30,2403,0005
GAEMI,2024,7,27,12,TD,2990,11520,998,25,2403,0005
GAEMI,2024,7,27,18,TD,3000,11460,998,25,2403,0005
MARIA,2024,8,6,18,TD,2550,14090,1002,25,2405,0006
MARIA,2024,8,7,0,TD,2550,14100,1000,30,2405,0006
MARIA,2024,8,7,6,TD,2550,14150,1000,30,2405,0006
MARIA,2024,8,7,12,TD,2550,14210,1000,30,2405,0006
MARIA,2024,8,7,18,TS,2570,14280,998,35,2405,0006
MARIA,2024,8,8,0,TS,2660,14400,994,40,2405,0006
MARIA,2024,8,8,6,TS,2780,14470,990,45,2405,0006
MARIA,2024,8,8,12,STS,2890,14550,982,55,2405,0006
MARIA,2024,8,8,18,STS,2990,14560,978,60,2405,0006
MARIA,2024,8,9,0,STS,3100,14600,978,60,2405,0006
MARIA,2024,8,9,6,STS,3220,14600,978,60,2405,0006
MARIA,2024,8,9,12,STS,3270,14590,982,55,2405,0006
MARIA,2024,8,9,18,STS,3420,14590,982,55,2405,0006
MARIA,2024,8,10,0,STS,3500,14600,986,50,2405,0006
MARIA,2024,8,10,6,STS,3600,14520,986,50,2405,0006
MARIA,2024,8,10,12,TS,3620,14520,990,45,2405,0006
MARIA,2024,8,10,18,TS,3680,14510,990,45,2405,0006
MARIA,2024,8,11,0,STS,3750,14450,986,50,2405,0006
MARIA,2024,8,11,6,STS,3770,14390,986,50,2405,0006
MARIA,2024,8,11,12,STS,3790,14330,986,50,2405,0006
MARIA,2024,8,11,18,STS,3830,14260,986,50,2405,0006
MARIA,2024,8,12,0,STS,3910,14170,982,55,2405,0006
MARIA,2024,8,12,6,STS,3990,14080,986,50,2405,0006
MARIA,2024,8,12,12,TS,4030,14010,994,40,2405,0006
MARIA,2024,8,12,18,TD,4100,13960,1000,30,2405,0006
SON-TINH,2024,8,10,12,TD,2690,15330,1002,25,2406,0007
SON-TINH,2024,8,10,18,TD,2720,15430,1002,25,2406,0007
SON-TINH,2024,8,11,0,TD,2720,15480,1000,30,2406,0007
SON-TINH,2024,8,11,6,TD,2810,15490,1000,30,2406,0007
SON-TINH,2024,8,11,12,TS,2890,15480,998,35,2406,0007
SON-TINH,2024,8,11,18,TS,3040,15400,998,35,2406,0007
SON-TINH,2024,8,12,0,TS,3150,15310,998,35,2406,0007
SON-TINH,2024,8,12,6,TS,3240,15160,998,35,2406,0007
SON-TINH,2024,8,12,12,TS,3290,15030,998,35,2406,0007
SON-TINH,2024,8,12,18,TD,3410,14910,1000,30,2406,0007
SON-TINH,2024,8,13,0,TD,3510,14780,1000,30,2406,0007
SON-TINH,2024,8,13,6,TD,3600,14680,1000,30,2406,0007
SON-TINH,2024,8,13,12,TD,3710,14600,1002,25,2406,0007
AMPIL,2024,8,12,0,TD,2270,13570,1002,25,2407,0008
AMPIL,2024,8,12,6,TD,2300,13600,1000,30,2407,0008
AMPIL,2024,8,12,12,TS,2330,13700,998,35,2407,0008
AMPIL,2024,8,12,18,TS,2400,13720,994,40,2407,0008
AMPIL,2024,8,13,0,TS,2430,13820,994,40,2407,0008
AMPIL,2024,8,13,6,TS,2480,13880,990,45,2407,0008
AMPIL,2024,8,13,12,STS,2530,13910,986,50,2407,0008
AMPIL,2024,8,13,18,STS,2560,13940,982,55,2407,0008
AMPIL,2024,8,14,0,STS,2610,14040,982,55,2407,0008
AMPIL,2024,8,14,6,STS,2680,14080,978,60,2407,0008
AMPIL,2024,8,14,12,STS,2750,14120,978,60,2407,0008
AMPIL,2024,8,14,18,STS,2850,14130,978,60,2407,0008
AMPIL,2024,8,15,0,T,2950,14110,974,65,2407,0008
AMPIL,2024,8,15,6,T,3050,14110,970,70,2407,0008
AMPIL,2024,8,15,12,T,3150,14090,960,80,2407,0008
AMPIL,2024,8,15,18,ST,3250,14080,950,90,2407,0008
AMPIL,2024,8,16,0,ST,3350,14070,945,95,2407,0008
AMPIL,2024,8,16,6,ST,3410,14110,945,95,2407,0008
AMPIL,2024,8,16,12,ST,3500,14200,955,85,2407,0008
AMPIL,2024,8,16,18,ST,3580,14280,955,85,2407,0008
AMPIL,2024,8,17,0,T,3660,14400,960,80,2407,0008
AMPIL,2024,8,17,6,T,3730,14570,965,75,2407,0008
AMPIL,2024,8,17,12,T,3780,14800,970,70,2407,0008
AMPIL,2024,8,17,18,STS,3850,15010,978,60,2407,0008
AMPIL,2024,8,18,0,STS,3960,15270,986,50,2407,0008
AMPIL,2024,8,18,6,STS,4050,15540,986,50,2407,0008
AMPIL,2024,8,18,12,STS,4190,15800,986,50,2407,0008
AMPIL,2024,8,18,18,STS,4320,16090,986,50,2407,0008
WUKONG,2024,8,12,6,TD,2560,14880,1002,25,2408,0009
WUKONG,2024,8,12,12,TD,2620,14940,1000,30,2408,0009
WUKONG,2024,8,12,18,TD,2640,14970,1000,30,2408,0009
WUKONG,2024,8,13,0,TS,2670,15010,998,35,2408,0009
WUKONG,2024,8,13,6,TS,2700,14980,998,35,2408,0009
WUKONG,2024,8,13,12,TS,2730,14940,998,35,2408,0009
WUKONG,2024,8,13,18,TS,2780,14930,998,35,2408,0009
WUKONG,2024,8,14,0,TS,2920,14920,998,35,2408,0009
WUKONG,2024,8,14,6,TD,3040,14800,1000,30,2408,0009
WUKONG,2024,8,14,12,TD,3180,14740,1002,25,2408,0009
WUKONG,2024,8,14,18,TD,3420,14680,1002,25,2408,0009
WUKONG,2024,8,15,0,TD,3570,14640,1002,25,2408,0009
WUKONG,2024,8,15,6,TD,3730,14720,1002,25,2408,0009
JONGDARI,2024,8,18,0,TD,2430,12610,1002,25,2409,0010
JONGDARI,2024,8,18,6,TD,2430,12590,1000,30,2409,0010
JONGDARI,2024,8,18,12,TS,2430,12570,998,35,2409,0010
JONGDARI,2024,8,18,18,TS,2470,12580,998,35,2409,0010
JONGDARI,2024,8,19,0,TS,2510,12590,998,35,2409,0010
JONGDARI,2024,8,19,6,TS,2630,12600,998,35,2409,0010
JONGDARI,2024,8,19,12,TS,2760,12580,998,35,2409,0010
JONGDARI,2024,8,19,18,TS,2900,12550,995,40,2409,0010
JONGDARI,2024,8,20,0,TS,3100,12560,995,40,2409,0010
JONGDARI,2024,8,20,6,TS,3290,12550,998,35,2409,0010
JONGDARI,2024,8,20,12,TD,3430,12560,1000,30,2409,0010
JONGDARI,2024,8,20,18,TD,3630,12580,1002,25,2409,0010
JONGDARI,2024,8,21,0,TD,3770,12590,1002,25,2409,0010
SHANSHAN,2024,8,21,6,TD,1640,14340,1000,25,2410,0011
SHANSHAN,2024,8,21,12,TD,1660,14270,998,30,2410,0011
SHANSHAN,2024,8,21,18,TS,1670,14210,995,35,2410,0011
SHANSHAN,2024,8,22,0,TS,1680,14160,992,40,2410,0011
SHANSHAN,2024,8,22,6,TS,1700,14150,988,45,2410,0011
SHANSHAN,2024,8,22,12,STS,1710,14140,984,50,2410,0011
SHANSHAN,2024,8,22,18,STS,1720,14140,980,55,2410,0011
SHANSHAN,2024,8,23,0,STS,1740,14140,980,55,2410,0011
SHANSHAN,2024,8,23,6,STS,1790,14140,980,55,2410,0011
SHANSHAN,2024,8,23,12,STS,1830,14120,980,55,2410,0011
SHANSHAN,2024,8,23,18,STS,1900,14120,980,55,2410,0011
SHANSHAN,2024,8,24,0,STS,1980,14120,976,60,2410,0011
SHANSHAN,2024,8,24,6,STS,2130,14110,976,60,2410,0011
SHANSHAN,2024,8,24,12,STS,2260,14070,976,60,2410,0011
SHANSHAN,2024,8,24,18,STS,2360,14000,976,60,2410,0011
SHANSHAN,2024,8,25,0,STS,2470,13900,976,60,2410,0011
SHANSHAN,2024,8,25,6,STS,2580,13790,976,60,2410,0011
SHANSHAN,2024,8,25,12,STS,2650,13650,976,60,2410,0011
SHANSHAN,2024,8,25,18,STS,2680,13500,976,60,2410,0011
SHANSHAN,2024,8,26,0,STS,2720,13380,976,60,2410,0011
SHANSHAN,2024,8,26,6,T,2750,13270,968,70,2410,0011
SHANSHAN,2024,8,26,12,T,2770,13190,964,75,2410,0011
SHANSHAN,2024,8,26,18,ST,2800,13110,955,85,2410,0011
SHANSHAN,2024,8,27,0,ST,2820,13080,945,95,2410,0011
SHANSHAN,2024,8,27,6,ST,2850,13040,945,95,2410,0011
SHANSHAN,2024,8,27,12,SuperT,2870,13030,940,100,2410,0011
SHANSHAN,2024,8,27,18,SuperT,2900,13010,940,100,2410,0011
SHANSHAN,2024,8,28,0,SuperT,2930,13010,940,100,2410,0011
SHANSHAN,2024,8,28,6,ST,3000,13000,945,95,2410,0011
SHANSHAN,2024,8,28,12,ST,3060,13010,950,90,2410,0011
SHANSHAN,2024,8,28,18,T,3130,13000,960,80,2410,0011
SHANSHAN,2024,8,29,0,T,3220,13030,968,70,2410,0011
SHANSHAN,2024,8,29,6,STS,3280,13040,976,60,2410,0011
SHANSHAN,2024,8,29,12,STS,3310,13060,984,50,2410,0011
SHANSHAN,2024,8,29,18,TS,3330,13090,988,45,2410,0011
SHANSHAN,2024,8,30,0,TS,3340,13170,992,40,2410,0011
SHANSHAN,2024,8,30,6,TS,3370,13240,992,40,2410,0011
SHANSHAN,2024,8,30,12,TS,3410,13340,995,35,2410,0011
SHANSHAN,2024,8,30,18,TS,3390,13420,995,35,2410,0011
SHANSHAN,2024,8,31,0,TS,3340,13540,995,35,2410,0011
SHANSHAN,2024,8,31,6,TD,3320,13640,998,30,2410,0011
SHANSHAN,2024,8,31,12,TD,3290,13710,998,30,2410,0011
SHANSHAN,2024,8,31,18,TD,3300,13710,998,30,2410,0011
SHANSHAN,2024,9,1,0,TD,3320,13690,1000,25,2410,0011
YAGI,2024,9,1,3,TD,1270,12580,1000,25,2411,0012
YAGI,2024,9,1,6,TD,1290,12540,998,30,2411,0012
YAGI,2024,9,1,12,TS,1370,12450,995,35,2411,0012
YAGI,2024,9,1,18,TS,1450,12320,992,40,2411,0012
YAGI,2024,9,2,0,TS,1530,12270,992,40,2411,0012
YAGI,2024,9,2,6,TS,1630,12220,992,40,2411,0012
YAGI,2024,9,2,12,TS,1720,12170,992,40,2411,0012
YAGI,2024,9,2,18,TS,1800,12070,992,40,2411,0012
YAGI,2024,9,3,0,TS,1830,11970,988,45,2411,0012
YAGI,2024,9,3,6,STS,1860,11910,984,50,2411,0012
YAGI,2024,9,3,12,STS,1880,11870,984,50,2411,0012
YAGI,2024,9,3,18,STS,1890,11830,976,60,2411,0012
YAGI,2024,9,4,0,T,1900,11780,972,65,2411,0012
YAGI,2024,9,4,6,T,1910,11750,960,80,2411,0012
YAGI,2024,9,4,12,ST,1920,11700,945,95,2411,0012
YAGI,2024,9,4,18,SuperT,1910,11630,935,105,2411,0012
YAGI,2024,9,5,0,SuperT,1900,11580,925,115,2411,0012
YAGI,2024,9,5,6,SuperT,1920,11510,925,115,2411,0012
YAGI,2024,9,5,12,SuperT,1930,11420,925,115,2411,0012
YAGI,2024,9,5,18,SuperT,1920,11300,920,120,2411,0012
YAGI,2024,9,6,0,SuperT,1920,11230,915,125,2411,0012
YAGI,2024,9,6,6,SuperT,1970,11130,915,125,2411,0012
YAGI,2024,9,6,12,SuperT,2000,11020,935,105,2411,0012
YAGI,2024,9,6,18,SuperT,2030,10910,940,100,2411,0012
YAGI,2024,9,7,0,SuperT,2040,10820,935,105,2411,0012
YAGI,2024,9,7,6,SuperT,2070,10720,935,105,2411,0012
YAGI,2024,9,7,9,ST,2090,10660,950,90,2411,0012
YAGI,2024,9,7,12,T,2100,10610,964,75,2411,0012
YAGI,2024,9,7,18,STS,2110,10530,980,55,2411,0012
YAGI,2024,9,8,0,TS,2120,10490,995,35,2411,0012
YAGI,2024,9,8,6,TD,2150,10420,1000,25,2411,0012
HONE,2024,9,3,0,TD,2760,17940,1002,30,,0013
HONE,2024,9,3,6,TD,2880,17890,1002,30,,0013
HONE,2024,9,3,12,TD,2940,17850,1004,25,,0013
HONE,2024,9,3,18,TD,2980,17810,1004,25,,0013
LEEPI,2024,9,3,0,TD,2480,14730,1004,25,2412,0014
LEEPI,2024,9,3,6,TD,2500,14720,1004,25,2412,0014
LEEPI,2024,9,3,12,TD,2560,14750,1004,25,2412,0014
LEEPI,2024,9,3,18,TD,2670,14730,1004,25,2412,0014
LEEPI,2024,9,4,0,TD,2800,14710,1002,30,2412,0014
LEEPI,2024,9,4,6,TD,2900,14690,1002,30,2412,0014
LEEPI,2024,9,4,12,TD,3010,14670,1002,30,2412,0014
LEEPI,2024,9,4,18,TD,3120,14630,1002,30,2412,0014
LEEPI,2024,9,5,0,TS,3220,14590,1000,35,2412,0014
LEEPI,2024,9,5,6,TS,3310,14580,1000,35,2412,0014
LEEPI,2024,9,5,12,TS,3390,14600,1000,35,2412,0014
LEEPI,2024,9,5,18,TS,3490,14690,1000,35,2412,0014
LEEPI,2024,9,6,0,TS,3590,14820,1000,35,2412,0014
LEEPI,2024,9,6,6,TS,3690,14970,1000,35,2412,0014
LEEPI,2024,9,6,12,TS,3790,15110,1000,35,2412,0014
BEBINCA,2024,9,10,0,TD,1090,14670,1000,25,2413,0015
BEBINCA,2024,9,10,6,TD,1160,14620,998,30,2413,0015
BEBINCA,2024,9,10,12,TS,1240,14520,995,35,2413,0015
BEBINCA,2024,9,10,18,TS,1300,14440,995,35,2413,0015
BEBINCA,2024,9,11,0,TS,1370,14270,995,35,2413,0015
BEBINCA,2024,9,11,6,TS,1450,14210,995,35,2413,0015
BEBINCA,2024,9,11,12,TS,1510,14090,992,40,2413,0015
BEBINCA,2024,9,11,18,TS,1590,14060,988,45,2413,0015
BEBINCA,2024,9,12,0,STS,1750,14010,984,50,2413,0015
BEBINCA,2024,9,12,6,STS,1910,13960,984,50,2413,0015
BEBINCA,2024,9,12,12,STS,2020,13860,984,50,2413,0015
BEBINCA,2024,9,12,18,TS,2110,13760,988,45,2413,0015
BEBINCA,2024,9,13,0,TS,2220,13690,992,40,2413,0015
BEBINCA,2024,9,13,6,TS,2350,13550,992,40,2413,0015
BEBINCA,2024,9,13,12,TS,2440,13390,988,45,2413,0015
BEBINCA,2024,9,13,18,TS,2520,13280,988,45,2413,0015
BEBINCA,2024,9,14,0,STS,2640,13160,984,50,2413,0015
BEBINCA,2024,9,14,6,STS,2740,13020,980,55,2413,0015
BEBINCA,2024,9,14,12,STS,2810,12920,976,60,2413,0015
BEBINCA,2024,9,14,18,T,2890,12810,972,65,2413,0015
BEBINCA,2024,9,15,0,T,2970,12720,968,70,2413,0015
BEBINCA,2024,9,15,6,T,3010,12590,964,75,2413,0015
BEBINCA,2024,9,15,12,T,3030,12470,960,80,2413,0015
BEBINCA,2024,9,15,18,T,3050,12310,960,80,2413,0015
BEBINCA,2024,9,16,0,T,3090,12170,960,80,2413,0015
BEBINCA,2024,9,16,6,STS,3140,12040,976,60,2413,0015
BEBINCA,2024,9,16,12,STS,3170,11940,984,50,2413,0015
BEBINCA,2024,9,16,18,TS,3210,11820,988,45,2413,0015
BEBINCA,2024,9,17,0,TS,3270,11710,995,35,2413,0015
BEBINCA,2024,9,17,6,TD,3310,11640,998,30,2413,0015
BEBINCA,2024,9,17,12,TD,3310,11590,1000,25,2413,0015
PULASAN,2024,9,15,12,TD,1290,14420,1000,25,2414,0016
PULASAN,2024,9,15,18,TD,1370,14370,998,30,2414,0016
PULASAN,2024,9,16,0,TD,1470,14280,998,30,2414,0016
PULASAN,2024,9,16,6,TD,1580,14220,998,30,2414,0016
PULASAN,2024,9,16,12,TS,1680,14110,995,35,2414,0016
PULASAN,2024,9,16,18,TS,1790,14020,992,40,2414,0016
PULASAN,2024,9,17,0,TS,1890,13840,988,45,2414,0016
PULASAN,2024,9,17,6,TS,2020,13660,988,45,2414,0016
PULASAN,2024,9,17,12,TS,2150,13460,988,45,2414,0016
PULASAN,2024,9,17,18,TS,2230,13300,988,45,2414,0016
PULASAN,2024,9,18,0,TS,2310,13150,988,45,2414,0016
PULASAN,2024,9,18,6,TS,2440,12970,988,45,2414,0016
PULASAN,2024,9,18,12,TS,2560,12880,992,40,2414,0016
